Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
AMSPO-D117;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1680;Within_1359-12-12;Sale;AMSPO-D117payment_1|AMSPO-D117payment_2;AMSPO-D117_Properties;D117P583|D117P720;D117P154;D117P715|D117P504|D117P204;;;;;;;;
AMSPO-D118;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1680;Within_1359-12-30;Sale;AMSPO-D118payment;AMSPO-D118_Properties;D118P717|D118P188;D118P154;D118P456|D118P711|D118P408;;;;;;;;
AMSPO-D119;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1687;Within_1360-01-02;Sale;AMSPO-D119payment;AMSPO-D119_Properties;D119P144;D119P154;D119P22|D119P412|D119P9;;;;;;;;
AMSPO-D120;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1687;Within_1360-01-24;Sale;AMSPO-D120payment;AMSPO-D120_Properties;D120P697;D120P154;D120P741|D120P244|D120P397|D120P431;;;;;;;;
AMSPO-D121;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1688;Within_1360-03-22;Sale;AMSPO-D121payment;AMSPO-D121_Properties;D121P86;D121P154;D121P23|D121P471|D121P245|D121P158;;;;;;;;
AMSPO-D122;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1690;Within_1360-05-18;Sale;AMSPO-D122payment;AMSPO-D122_Properties;D122P417|D122P660;D122P154;D122P246|D122P486;;;;;;;;
AMSPO-D123;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1692;Within_1361-08-12;Sale;AMSPO-D123payment;AMSPO-D123_Properties;D123P716;D123P154;D123P687|D123P725|D123P102|D123P311|D123P413;;;;;;;;
AMSPO-D124;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1691;Within_1361-11-30;Sale;AMSPO-D124payment;AMSPO-D124_Properties;D124P102;D124P154;D124P685|D124P535|D124P75;;;;;;;;
AMSPO-D125;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1696;Within_1362-03-19;Sale;AMSPO-D125payment;AMSPO-D125_Properties;D125P727|D125P711;D125P154;D125P570|D125P480|D125P482|D125P218;;;;;;;;
AMSPO-D126;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1695;Within_1362-06-30;Sale;AMSPO-D126payment;AMSPO-D126_Properties;D126P697;D126P645|D126P5|D126P21;D126P227|D126P170|D126P136;;;;;;;;
AMSPO-D127;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1694;Within_1362-07-17;Sale;AMSPO-D127payment;AMSPO-D127_Properties;D127P110|D127P414;D127P645|D127P21|D127P5;D127P382|D127P598|D127P211;;;;;;;;
AMSPO-D128;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1697;Within_1363-04-09;Sale;AMSPO-D128payment;AMSPO-D128_Properties;D128P330;D128P645|D128P21|D128P5;D128P588|D128P239;;;;;;;;
AMSPO-D13_2;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1568;Within_1328-11-13;Sale;AMSPO-D13payment;AMSPO-D13_2_Properties;D13P678;D13P154;D13P542|D13P47|D13P289|D13P465|D13P296;;;;;;;;
AMSPO-D14;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1566;Within_1329-01-11;Sale;AMSPO-D14payment;AMSPO-D14_Properties;D14P314|D14P658;D14P154|D14P103;D14P390|D14P69|D14P34;;;;;;;;
AMSPO-D15;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1576;Within_1329-03-06;Sale;AMSPO-D15payment;AMSPO-D15_Properties;D15P491;D15P154|D15P103;D15P369|D15P406|D15P402;;;;;;;;
AMSPO-D16;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1565;Within_1329-04-29;Sale;AMSPO-D16payment;AMSPO-D16_Properties;D16P696|D16P659;D16P103|D16P154;D16P703|D16P282|D16P208|D16P48|D16P77|D16P120|D16P252;;;;;;;;
AMSPO-D17;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1567;Within_1329-06-03;Sale;AMSPO-D17payment;AMSPO-D17_Properties;D17P324;D17P103|D17P154;D17P656|D17P190|D17P327|D17P615|D17P385;;;;;;;;
AMSPO-D18;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1722;Within_1329-06-08;Sale;AMSPO-D18payment;AMSPO-D18_Properties;D18P659|D18P696;D18P154|D18P103;D18P543|D18P446|D18P6|D18P49|D18P659|D18P78;;;;;;;;
AMSPO-D19;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1572;Within_1329-06-18;Sale;AMSPO-D19payment;AMSPO-D19_Properties;D19P328;D19P154|D19P103;D19P646|D19P543|D19P48|D19P15;;;;;;;;
AMSPO-D2;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1552;Within_1326-12-14;Sale;AMSPO-D2payment;AMSPO-D2_Properties;D2P694;D2P154|D2P103;D2P695|D2P352|D2P578;;;;;;;;
AMSPO-D20;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1578;Within_1329-06-18;Sale;AMSPO-D20payment;;;;D20P48|D20P646|D20P543|D20P15;;;;;;;;
AMSPO-D21;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1574;Within_1329-07-30;Sale;AMSPO-D21payment;AMSPO-D21_Properties;D21P538|D21P223;D21P154|D21P103;D21P389|D21P556|D21P43|D21P2|D21P31|D21P502;;;;;;;;
AMSPO-D22;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1577;Within_1329-09-07;Sale;AMSPO-D22payment;AMSPO-D22_Properties;D22P704|D22P681;D22P154|D22P103;D22P156|D22P160|D22P346|D22P498;;;;;;;;
AMSPO-D23;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1570;Within_1329-09-19;Sale;AMSPO-D23payment;AMSPO-D23_Properties;D23P257|D23P729;D23P154|D23P103;D23P399|D23P265;;;;;;;;
AMSPO-D24;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1581;Within_1330-06-06;Sale;AMSPO-D24payment;AMSPO-D24_Properties;D24P678;D24P154|D24P103;D24P519|D24P206|D24P348|D24P466|D24P641;;;;;;;;
AMSPO-D25;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1612;Within_1330-08-18;Sale;AMSPO-D25payment;AMSPO-D25_Properties;D25P457;D25P154|D25P103;D25P469|D25P350|D25P191|D25P577|D25P176;;;;;;;;
AMSPO-D26;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1579;Within_1330-11-19;Sale;AMSPO-D26payment;AMSPO-D26_Properties;D26P257|D26P729;D26P103|D26P154;D26P302|D26P301|D26P490|D26P529|D26P460;;;;;;;;
AMSPO-D27;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1583;Within_1331-01-10;Sale;AMSPO-D27payment;AMSPO-D27_Properties;D27P584|D27PB1;D27P103|D27P154;D27P585|D27P387|D27P375;;;;;;;;
AMSPO-D28;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1582;Within_1331-02-10;Sale;AMSPO-D28payment;AMSPO-D28_Properties;D28P686;D28P154|D28P103;D28P541|D28P567|D28P474|D28P631;;;;;;;;
AMSPO-D29;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1584;Within_1332-04-21;Sale;AMSPO-D29payment;AMSPO-D29_Properties;D29P729|D29P257;D29P103|D29P154;D29P282|D29P418|D29P41;;;;;;;;
AMSPO-D30;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1585;Within_1332-11-10;Sale;AMSPO-D30payment;AMSPO-D30_Properties;D30P81|D30P64;D30P103|D30P154;D30P36|D30P632|D30P587;;;;;;;;
AMSPO-D31;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1589;Within_1332-11-22;Sale;AMSPO-D31payment;AMSPO-D31_Properties;D31P64;D31P103|D31P154;D31P76|D31P82|D31P655|D31P12;;;;;;;;
AMSPO-D32;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1586;Within_1332-11-22;Retrosale;AMSPO-D32payment_1|AMSPO-D32payment_2;AMSPO-D32_Properties;D32P154|D32P103;D32P64;;;;;;;;;
AMSPO-D33;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1588;Within_1332-12-06;Sale;AMSPO-D33payment;AMSPO-D33_Properties;D33P81;D33P154|D33P103;D33P391|D33P624|D33P14;;;;;;;;
AMSPO-D34;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1590;Within_1332-12-06;Retrosale;AMSPO-D34payment_2|AMSPO-D34payment_1;AMSPO-D34_Properties;D34P103|D34P154;D34P81;D34P391|D34P14|D34P543|D34P297|D34P64;;;;;;;;
AMSPO-D35;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1597;Within_1333-03-09;Sale;AMSPO-D35payment;AMSPO-D35_Properties;D35P3|D35P30;D35P154|D35P103;D35P219|D35P631|D35P534;;;;;;;;
AMSPO-D36;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1598;Within_1333-03-27;Sale;AMSPO-D36payment;AMSPO-D36_Properties;D36P116|D36P103;D36P106|D36P117;D36P642|D36P317|D36P7;;;;;;;;
AMSPO-D37;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1592;Within_1333-04-11;Sale;AMSPO-D37payment;AMSPO-D37_Properties;D37P80;D37P103|D37P154;D37P593|D37P509|D37P150;;;;;;;;
AMSPO-D38;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1593;Within_1333-05-16;Sale;AMSPO-D38payment;AMSPO-D38_Properties;D38P80|D38P57;D38P103|D38P154;D38P235|D38P557|D38P88|D38P32;;;;;;;;
AMSPO-D39;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1594;Within_1333-06-09;Sale;AMSPO-D39payment;AMSPO-D39_Properties;D39P532;D39P103|D39P154;D39P124|D39P8|D39P386|D39P622|D39P573|D39P604;;;;;;;;
AMSPO-D40;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1631;Within_1333-07-19;Sale;AMSPO-D40payment;AMSPO-D40_Properties;D40P257|D40P729;D40P154|D40P103;D40P674|D40P470|D40P293|D40P421;;;;;;;;
AMSPO-D41_2;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1591_b;Within_1297-11-04;Sale;AMSPO-D41payment;AMSPO-D41_Properties;D41P707;D41P726;;;;;;;;;
AMSPO-D43;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1596;Within_1333-08-08;Sale;AMSPO-D43payment;AMSPO-D43_Properties;D43P87;D43P154|D43P103;D43P192|D43P358|D43P185|D43P70;;;;;;;;
AMSPO-D44;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1600;Within_1334-05-17;Sale;AMSPO-D44payment;AMSPO-D44_Properties;D44P714|D44P723;D44P103|D44P154;D44P722|D44P664|D44P558;;;;;;;;
AMSPO-D45;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1599;Within_1334-11-06;Sale;AMSPO-D45payment;AMSPO-D45_Properties;D45P81|D45P64;D45P154|D45P103;D45P377|D45P605|D45P732;;;;;;;;
AMSPO-D46;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1730;Within_1334-11-06;Lease;AMSPO-D46payment;AMSPO-D46_Properties;D46P154|D46P103;D46P572;D46P149|D46P464|D46P186;;;;;;;;
AMSPO-D47;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1601;Within_1334-12-08;Sale;AMSPO-D47payment;AMSPO-D47_Properties;D47P714|D47P419;D47P154|D47P103;D47P163|D47P240|D47P236|D47P522;;;;;;;;
AMSPO-D49;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO306;Within_1335-02-27;Lease;AMSPO-D49payment;AMSPO-D49_Properties;D49P154|D49P103;D49P74;D49P539|D49P201|D49P291|D49P16;;;;;;;;
AMSPO-D5;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1554;Within_1327-01-26;Sale;AMSPO-D5payment;AMSPO-D5_Properties;D5P107;D5P154|D5P103;D5P355|D5P566|D5P591;;;;;;;;
AMSPO-D50;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1731;Within_1335-02-27;Sale;AMSPO-D50payment;AMSPO-D50_Properties;D50P419|D50P714;D50P154|D50P103;D50P201;;;;;;;;
AMSPO-D51;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1603;Within_1335-06-05;Sale;AMSPO-D51payment;AMSPO-D51_Properties;D51P527;D51P154|D51P103;D51P683|D51P213|D51P63|D51P485;;;;;;;;
AMSPO-D52;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1608;Within_1336-06-30;Sale;AMSPO-D52payment;AMSPO-D52_Properties;D52P603|D52P561|D52P259;D52P154|D52P103;D52P292|D52P488|D52P436|D52P341|D52P499;;;;;;;;
AMSPO-D53;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1607;Within_1336-06-05;Sale;AMSPO-D53payment;AMSPO-D53_Properties;D53P521|D53P714;D53P154|D53P103;D53P468|D53P152|D53P424;;;;;;;;
AMSPO-D54;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1609;Within_1337-01-09;Sale;AMSPO-D54payment;AMSPO-D54_Properties;D54P81;D54P154|D54P103;D54P462|D54P241|D54P540|D54P64;;;;;;;;
AMSPO-D55;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1610;Within_1337-05-18;Sale;AMSPO-D55payment;AMSPO-D55_Properties;D55P257|D55P729;D55P154|D55P103;D55P544|D55P400|D55P153|D55P575|D55P233|D55P85;;;;;;;;
AMSPO-D57;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1569;Within_1339-03-25;Sale;AMSPO-D57payment;AMSPO-D57_Properties;D57P224|D57P563;D57P154|D57P103;D57P376|D57P515;;;;;;;;
AMSPO-D58;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1613;Within_1340-07-17;Sale;AMSPO-D58payment_1|AMSPO-D58payment_2;AMSPO-D58_Properties;D58P493;D58P103|D58P154;D58P132|D58P458|D58P117|D58P376;;;;;;;;
AMSPO-D59;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1580;Within_1340-07-17;Sale;AMSPO-D59payment;AMSPO-D59_Properties;D59P563|D59P224;D59P154|D59P103;D59P46|D59P513|D59P233|D59P322|D59P312|D59P728;;;;;;;;
AMSPO-D6;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1628;Within_1327-05-02;Sale;AMSPO-D6payment;AMSPO-D6_Properties;D6P306|D6P501;D6P154|D6P103;D6P653|D6P443|D6P473|D6P467|D6P347|D6P543;;;;;;;;
AMSPO-D60;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1614;Within_1340-12-17;Sale;AMSPO-D60payment;AMSPO-D60_Properties;D60P731|D60P13;D60P103|D60P154;D60P381|D60P619;;;;;;;;
AMSPO-D61;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1735;Within_1340-12-22;Sale;AMSPO-D61payment;AMSPO-D61_Properties;D61P448;D61P103|D61P154;D61P118;;;;;;;;
AMSPO-D62;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1621;Within_1341-01-21;Sale;AMSPO-D62payment;AMSPO-D62_Properties;D62P607|D62P81;D62P154|D62P103;D62P201|D62P68|D62P299|D62P376|D62P323;;;;;;;;
AMSPO-D63;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1617;Within_1341-01-27;Sale;AMSPO-D63payment;AMSPO-D63_Properties;D63P522;D63P103|D63P154;D63P376|D63P450;;;;;;;;
AMSPO-D64;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1618;Within_1341-05-28;Sale;AMSPO-D64payment;AMSPO-D64_Properties;D64P157;D64P154|D64P103;D64P738|D64P712|D64P310|D64P37;;;;;;;;
AMSPO-D65;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1615;Within_1341-09-22;Sale;AMSPO-D65payment;AMSPO-D65_Properties;D65P493;D65P154|D65P103;D65P182|D65P26|D65P393|D65P258;;;;;;;;
AMSPO-D66;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1619;Within_1341-11-11;Sale;AMSPO-D66payment;AMSPO-D66_Properties;D66P248;D66P154|D66P103;D66P357|D66P145;;;;;;;;
AMSPO-D67;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1620;Within_1341-11-11;Sale;AMSPO-D67payment;AMSPO-D67_Properties;D67P410;D67P103|D67P154;D67P250|D67P198|D67P568;;;;;;;;
AMSPO-D68;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1624;Within_1342-04-19;Sale;AMSPO-D68payment;AMSPO-D68_Properties;D68P276;D68P154|D68P103;D68P576;;;;;;;;
AMSPO-D69;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1587;Within_1342-06-08;Sale;AMSPO-D69payment;AMSPO-D69_Properties;D69P83;D69P154|D69P103;D69P511|D69P273|D69P702;;;;;;;;
AMSPO-D70;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1622;Within_1342-12-27;Sale;AMSPO-D70payment;AMSPO-D70_Properties;D70P621|D70P307;D70P154|D70P103;D70P586|D70P349|D70P690;;;;;;;;
AMSPO-D71;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1625;Within_1342-12-21;Sale;AMSPO-D71payment;AMSPO-D71_Properties;D71P527;D71P154|D71P103;D71P530;;;;;;;;
AMSPO-D72;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1629;Within_1343-02-27;Sale;AMSPO-D72payment;AMSPO-D72_Properties;D72P257|D72P729;D72P154|D72P103;D72P203|D72P608;;;;;;;;
AMSPO-D73;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1635;Within_1343-05-21;Sale;AMSPO-D73payment;AMSPO-D73_Properties;D73P563|D73P224;D73P103|D73P154;D73P374|D73P531|D73P263|D73P159;;;;;;;;
AMSPO-D74;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1632;Within_1343-09-20;Sale;AMSPO-D74payment;AMSPO-D74_Properties;D74P563|D74P224;D74P103|D74P154;D74P451|D74P730|D74P17;;;;;;;;
AMSPO-D75;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1630;Within_1343-09-30;Sale;AMSPO-D75payment;AMSPO-D75_Properties;D75P563;D75P154|D75P103;D75P202|D75P254;;;;;;;;
AMSPO-D76;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1636;Within_1343-11-25;Sale;AMSPO-D76payment;AMSPO-D76_Properties;D76P224;D76P154|D76P103;;;;;;;;;
AMSPO-D77;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1627;Within_1343-12-14;Sale;AMSPO-D77payment;AMSPO-D77_Properties;D77P224;D77P103|D77P154;D77P595|D77P592|D77P243|D77P609;;;;;;;;
AMSPO-D78;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1638;Within_1344-03-26;Sale;AMSPO-D78payment;AMSPO-D78_Properties;D78P428|D78P224|D78P62;D78P103|D78P154;D78P50|D78P242;;;;;;;;
AMSPO-D79;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO355;Within_1344-04-24;Sale;AMSPO-D79payment;AMSPO-D79_Properties;D79P729;D79P154|D79P103;D79P476|D79P698|D79P492|D79P89;;;;;;;;
AMSPO-D80;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1809;Within_1344-08-01;Sale;AMSPO-D80payment;AMSPO-D80_Properties;D80P509;D80P103|D80P154;D80P516|D80P479|D80P38;;;;;;;;
AMSPO-D81;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1640;Within_1344-08-03;Sale;AMSPO-D81payment;AMSPO-D81_Properties;D81P525;D81P154;D81P633|D81P187|D81P688;;;;;;;;
AMSPO-D82;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1639;Within_1344-11-05;Sale;AMSPO-D82payment;AMSPO-D82_Properties;D82P319;D82P154|D82P103;D82P425|D82P79|D82P618;;;;;;;;
AMSPO-D83;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1642;Within_1345-04-09;Sale;AMSPO-D83payment;AMSPO-D83_Properties;D83P62|D83P428;D83P103|D83P154;D83P272|D83P614;;;;;;;;
AMSPO-D84;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1540;Within_1345-12-04;Sale;AMSPO-D84payment;AMSPO-D84_Properties;D84P90|D84P113|D84P105|D84P58;D84P154;D84P19|D84P517|D84P380;;;;;;;;
AMSPO-D85;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1644;Within_1346-09-08;Sale;AMSPO-D85payment_1|AMSPO-D85payment_2;AMSPO-D85_Properties;D85P96;D85P154|Hijos de Alfonso Fernández y María Álvarez;D85P628|D85P433|D85P725|D85P437;;;;;;;;
AMSPO-D86;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1650;Within_1347-01-24;Sale;AMSPO-D86payment;AMSPO-D86_Properties;D86P522;D86P154|Hijos de Alfonso Fernández y María Álvarez;D86P555|D86P55|D86P590|D86P636;;;;;;;;
AMSPO-D87;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1649;Within_1347-04-15;Sale;AMSPO-D87payment;AMSPO-D87_Properties;D87P81|D87P64;D87P154|D87P638;D87P339|D87P426|D87P710;;;;;;;;
AMSPO-D88;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1646;Within_1347-04-26;Sale;AMSPO-D88payment;AMSPO-D88_Properties;D88P693|D88P143;D88P154|Hijos de Alfonso Fernández y María Álvarez;D88P342|D88P11|D88P665;;;;;;;;
AMSPO-D89;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1647;Within_1347-07-22;Sale;AMSPO-D89payment;AMSPO-D89_Properties;D89P693|D89P143;D89P154|D89P638;D89P484|D89P199|D89P370;;;;;;;;
AMSPO-D90;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1654;Within_1348-02-17;Sale;AMSPO-D90payment;AMSPO-D90_Properties;D90P224;D90P154;D90P33|D90P73|D90P643|D90P10;;;;;;;;
AMSPO-D91;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1653;Within_1348-03-30;Sale;AMSPO-D91payment;AMSPO-D91_Properties;D91P647|D91P98;D91P154;D91P169;;;;;;;;
AMSPO-D92;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1652;Within_1348-04-17;Sale;AMSPO-D92payment;AMSPO-D92_Properties;D92P522;D92P154;D92P477|D92P60;;;;;;;;
AMSPO-D94;Instance of Purchase;;Q14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO1648;Within_1349-03-01;Sale;AMSPO-D94payment;AMSPO-D94_Properties;D94P582;D94P154;D94P546|D94P51|D94P644;;;;;;;;
